year,geo,variable,sector,unit,value,namefile
2019,AT126,gross value added,K-N,MIO_EUR,2250,gva.xlsx
2020,AT126,gross value added,K-N,MIO_EUR,2326,gva.xlsx
2019,AT127,gross value added,K-N,MIO_EUR,3289,gva.xlsx
2020,AT127,gross value added,K-N,MIO_EUR,3273,gva.xlsx
2019,AT130,gross value added,K-N,MIO_EUR,27857,gva.xlsx
2020,AT130,gross value added,K-N,MIO_EUR,27068,gva.xlsx
2019,AT211,gross value added,K-N,MIO_EUR,2439,gva.xlsx
2020,AT211,gross value added,K-N,MIO_EUR,2451,gva.xlsx
2019,AT212,gross value added,K-N,MIO_EUR,665,gva.xlsx
2020,AT212,gross value added,K-N,MIO_EUR,671,gva.xlsx
2019,AT213,gross value added,K-N,MIO_EUR,869,gva.xlsx
2020,AT213,gross value added,K-N,MIO_EUR,889,gva.xlsx
2019,AT221,gross value added,K-N,MIO_EUR,5219,gva.xlsx
2020,AT221,gross value added,K-N,MIO_EUR,5238,gva.xlsx
2019,AT222,gross value added,K-N,MIO_EUR,572,gva.xlsx
2020,AT222,gross value added,K-N,MIO_EUR,551,gva.xlsx
2019,AT223,gross value added,K-N,MIO_EUR,916,gva.xlsx
2020,AT223,gross value added,K-N,MIO_EUR,864,gva.xlsx
2019,AT224,gross value added,K-N,MIO_EUR,1721,gva.xlsx
2020,AT224,gross value added,K-N,MIO_EUR,1685,gva.xlsx
2019,AT225,gross value added,K-N,MIO_EUR,1154,gva.xlsx
2020,AT225,gross value added,K-N,MIO_EUR,1189,gva.xlsx
2019,AT226,gross value added,K-N,MIO_EUR,508,gva.xlsx
2020,AT226,gross value added,K-N,MIO_EUR,500,gva.xlsx
2019,AT311,gross value added,K-N,MIO_EUR,1998,gva.xlsx
2020,AT311,gross value added,K-N,MIO_EUR,2052,gva.xlsx
2019,AT312,gross value added,K-N,MIO_EUR,7403,gva.xlsx
2020,AT312,gross value added,K-N,MIO_EUR,7273,gva.xlsx
2019,AT313,gross value added,K-N,MIO_EUR,1263,gva.xlsx
2020,AT313,gross value added,K-N,MIO_EUR,1299,gva.xlsx
2019,AT314,gross value added,K-N,MIO_EUR,1101,gva.xlsx
2020,AT314,gross value added,K-N,MIO_EUR,1068,gva.xlsx
2019,AT315,gross value added,K-N,MIO_EUR,1795,gva.xlsx
2020,AT315,gross value added,K-N,MIO_EUR,1797,gva.xlsx
2019,AT321,gross value added,K-N,MIO_EUR,135,gva.xlsx
2020,AT321,gross value added,K-N,MIO_EUR,130,gva.xlsx
2019,AT322,gross value added,K-N,MIO_EUR,1192,gva.xlsx
2020,AT322,gross value added,K-N,MIO_EUR,1164,gva.xlsx
2019,AT323,gross value added,K-N,MIO_EUR,5049,gva.xlsx
2020,AT323,gross value added,K-N,MIO_EUR,4940,gva.xlsx
2019,AT331,gross value added,K-N,MIO_EUR,208,gva.xlsx
2020,AT331,gross value added,K-N,MIO_EUR,217,gva.xlsx
2019,AT332,gross value added,K-N,MIO_EUR,3148,gva.xlsx
2020,AT332,gross value added,K-N,MIO_EUR,3055,gva.xlsx
2019,AT333,gross value added,K-N,MIO_EUR,287,gva.xlsx
2020,AT333,gross value added,K-N,MIO_EUR,292,gva.xlsx
2019,AT334,gross value added,K-N,MIO_EUR,630,gva.xlsx
2020,AT334,gross value added,K-N,MIO_EUR,637,gva.xlsx
2019,AT335,gross value added,K-N,MIO_EUR,1964,gva.xlsx
2020,AT335,gross value added,K-N,MIO_EUR,1998,gva.xlsx
2019,AT341,gross value added,K-N,MIO_EUR,763,gva.xlsx
2020,AT341,gross value added,K-N,MIO_EUR,783,gva.xlsx
2019,AT342,gross value added,K-N,MIO_EUR,2756,gva.xlsx
2020,AT342,gross value added,K-N,MIO_EUR,2796,gva.xlsx
2019,ATZZZ,gross value added,K-N,MIO_EUR,0,gva.xlsx
2020,ATZZZ,gross value added,K-N,MIO_EUR,0,gva.xlsx
2019,BE100,gross value added,K-N,MIO_EUR,32882.4,gva.xlsx
2020,BE100,gross value added,K-N,MIO_EUR,32484,gva.xlsx
2021,BE100,gross value added,K-N,MIO_EUR,34940.3,gva.xlsx
2019,BE211,gross value added,K-N,MIO_EUR,14937.2,gva.xlsx
2020,BE211,gross value added,K-N,MIO_EUR,14633.6,gva.xlsx
2021,BE211,gross value added,K-N,MIO_EUR,15648.1,gva.xlsx
2019,BE212,gross value added,K-N,MIO_EUR,4048.1,gva.xlsx
2020,BE212,gross value added,K-N,MIO_EUR,4109.5,gva.xlsx
2021,BE212,gross value added,K-N,MIO_EUR,4524.6,gva.xlsx
2019,BE213,gross value added,K-N,MIO_EUR,4132.1,gva.xlsx
2020,BE213,gross value added,K-N,MIO_EUR,4141.1,gva.xlsx
2021,BE213,gross value added,K-N,MIO_EUR,4392.4,gva.xlsx
2019,BE223,gross value added,K-N,MIO_EUR,1367.4,gva.xlsx
2020,BE223,gross value added,K-N,MIO_EUR,1334.3,gva.xlsx
2021,BE223,gross value added,K-N,MIO_EUR,1412.9,gva.xlsx
2019,BE224,gross value added,K-N,MIO_EUR,4118.7,gva.xlsx
2020,BE224,gross value added,K-N,MIO_EUR,4013.7,gva.xlsx
2021,BE224,gross value added,K-N,MIO_EUR,4325.7,gva.xlsx
2019,BE225,gross value added,K-N,MIO_EUR,1722,gva.xlsx
2020,BE225,gross value added,K-N,MIO_EUR,1742.1,gva.xlsx
2021,BE225,gross value added,K-N,MIO_EUR,1846.3,gva.xlsx
2019,BE231,gross value added,K-N,MIO_EUR,2066.2,gva.xlsx
2020,BE231,gross value added,K-N,MIO_EUR,2107,gva.xlsx
2021,BE231,gross value added,K-N,MIO_EUR,2284.1,gva.xlsx
2019,BE232,gross value added,K-N,MIO_EUR,1593.7,gva.xlsx
2020,BE232,gross value added,K-N,MIO_EUR,1607.1,gva.xlsx
2021,BE232,gross value added,K-N,MIO_EUR,1695.5,gva.xlsx
2019,BE233,gross value added,K-N,MIO_EUR,650.9,gva.xlsx
2020,BE233,gross value added,K-N,MIO_EUR,654.1,gva.xlsx
2021,BE233,gross value added,K-N,MIO_EUR,703.4,gva.xlsx
2019,BE234,gross value added,K-N,MIO_EUR,6995.5,gva.xlsx
2020,BE234,gross value added,K-N,MIO_EUR,6759.7,gva.xlsx
2021,BE234,gross value added,K-N,MIO_EUR,7463.6,gva.xlsx
2019,BE235,gross value added,K-N,MIO_EUR,958.5,gva.xlsx
2020,BE235,gross value added,K-N,MIO_EUR,947.2,gva.xlsx
2021,BE235,gross value added,K-N,MIO_EUR,1019.7,gva.xlsx
2019,BE236,gross value added,K-N,MIO_EUR,2206.4,gva.xlsx
2020,BE236,gross value added,K-N,MIO_EUR,2228.7,gva.xlsx
2021,BE236,gross value added,K-N,MIO_EUR,2422.8,gva.xlsx
2019,BE241,gross value added,K-N,MIO_EUR,9916.3,gva.xlsx
2020,BE241,gross value added,K-N,MIO_EUR,9825.6,gva.xlsx
2021,BE241,gross value added,K-N,MIO_EUR,10472.6,gva.xlsx
2019,BE242,gross value added,K-N,MIO_EUR,6326,gva.xlsx
2020,BE242,gross value added,K-N,MIO_EUR,6125.2,gva.xlsx
2021,BE242,gross value added,K-N,MIO_EUR,6573.3,gva.xlsx
2019,BE251,gross value added,K-N,MIO_EUR,3070.4,gva.xlsx
2020,BE251,gross value added,K-N,MIO_EUR,3064.4,gva.xlsx
2021,BE251,gross value added,K-N,MIO_EUR,3304.9,gva.xlsx
2019,BE252,gross value added,K-N,MIO_EUR,339.9,gva.xlsx
2020,BE252,gross value added,K-N,MIO_EUR,339.4,gva.xlsx
2021,BE252,gross value added,K-N,MIO_EUR,368.3,gva.xlsx
2019,BE253,gross value added,K-N,MIO_EUR,850,gva.xlsx
2020,BE253,gross value added,K-N,MIO_EUR,847,gva.xlsx
2021,BE253,gross value added,K-N,MIO_EUR,903.1,gva.xlsx
2019,BE254,gross value added,K-N,MIO_EUR,3192.8,gva.xlsx
2020,BE254,gross value added,K-N,MIO_EUR,3215.2,gva.xlsx
2021,BE254,gross value added,K-N,MIO_EUR,3529.6,gva.xlsx
2019,BE255,gross value added,K-N,MIO_EUR,1422.1,gva.xlsx
2020,BE255,gross value added,K-N,MIO_EUR,1363.3,gva.xlsx
2021,BE255,gross value added,K-N,MIO_EUR,1422,gva.xlsx
2019,BE256,gross value added,K-N,MIO_EUR,1665,gva.xlsx
2020,BE256,gross value added,K-N,MIO_EUR,1671,gva.xlsx
2021,BE256,gross value added,K-N,MIO_EUR,1844.8,gva.xlsx
2019,BE257,gross value added,K-N,MIO_EUR,837.2,gva.xlsx
2020,BE257,gross value added,K-N,MIO_EUR,840.6,gva.xlsx
2021,BE257,gross value added,K-N,MIO_EUR,941.9,gva.xlsx
2019,BE258,gross value added,K-N,MIO_EUR,781.7,gva.xlsx
2020,BE258,gross value added,K-N,MIO_EUR,789,gva.xlsx
2021,BE258,gross value added,K-N,MIO_EUR,852.5,gva.xlsx
2019,BE310,gross value added,K-N,MIO_EUR,6480.4,gva.xlsx
2020,BE310,gross value added,K-N,MIO_EUR,6004.6,gva.xlsx
2021,BE310,gross value added,K-N,MIO_EUR,6363,gva.xlsx
2019,BE323,gross value added,K-N,MIO_EUR,1386.5,gva.xlsx
2020,BE323,gross value added,K-N,MIO_EUR,1359.2,gva.xlsx
2021,BE323,gross value added,K-N,MIO_EUR,1453.1,gva.xlsx
2019,BE328,gross value added,K-N,MIO_EUR,1415.3,gva.xlsx
2020,BE328,gross value added,K-N,MIO_EUR,1432.9,gva.xlsx
2021,BE328,gross value added,K-N,MIO_EUR,1548.6,gva.xlsx
2019,BE329,gross value added,K-N,MIO_EUR,723.3,gva.xlsx
2020,BE329,gross value added,K-N,MIO_EUR,708.5,gva.xlsx
2021,BE329,gross value added,K-N,MIO_EUR,761.4,gva.xlsx
2019,BE32A,gross value added,K-N,MIO_EUR,737.3,gva.xlsx
2020,BE32A,gross value added,K-N,MIO_EUR,703.4,gva.xlsx
2021,BE32A,gross value added,K-N,MIO_EUR,753.7,gva.xlsx
2019,BE32B,gross value added,K-N,MIO_EUR,2443,gva.xlsx
2020,BE32B,gross value added,K-N,MIO_EUR,2344.5,gva.xlsx
2021,BE32B,gross value added,K-N,MIO_EUR,2508.4,gva.xlsx
2019,BE32C,gross value added,K-N,MIO_EUR,658.1,gva.xlsx
2020,BE32C,gross value added,K-N,MIO_EUR,593.3,gva.xlsx
2021,BE32C,gross value added,K-N,MIO_EUR,662.8,gva.xlsx
2019,BE32D,gross value added,K-N,MIO_EUR,452.6,gva.xlsx
2020,BE32D,gross value added,K-N,MIO_EUR,449.6,gva.xlsx
2021,BE32D,gross value added,K-N,MIO_EUR,482.2,gva.xlsx
2019,BE331,gross value added,K-N,MIO_EUR,596.5,gva.xlsx
2020,BE331,gross value added,K-N,MIO_EUR,611.2,gva.xlsx
2021,BE331,gross value added,K-N,MIO_EUR,661.5,gva.xlsx
2019,BE332,gross value added,K-N,MIO_EUR,4472.3,gva.xlsx
2020,BE332,gross value added,K-N,MIO_EUR,4496.9,gva.xlsx
2021,BE332,gross value added,K-N,MIO_EUR,4786.2,gva.xlsx
2019,BE334,gross value added,K-N,MIO_EUR,384.8,gva.xlsx
2020,BE334,gross value added,K-N,MIO_EUR,387.3,gva.xlsx
2021,BE334,gross value added,K-N,MIO_EUR,455,gva.xlsx
2019,BE335,gross value added,K-N,MIO_EUR,1191.5,gva.xlsx
2020,BE335,gross value added,K-N,MIO_EUR,1191.1,gva.xlsx
2021,BE335,gross value added,K-N,MIO_EUR,1303.8,gva.xlsx
2019,BE336,gross value added,K-N,MIO_EUR,391.1,gva.xlsx
2020,BE336,gross value added,K-N,MIO_EUR,402.9,gva.xlsx
2021,BE336,gross value added,K-N,MIO_EUR,421.3,gva.xlsx
2019,BE341,gross value added,K-N,MIO_EUR,268.3,gva.xlsx
2020,BE341,gross value added,K-N,MIO_EUR,269.1,gva.xlsx
2021,BE341,gross value added,K-N,MIO_EUR,284.5,gva.xlsx
2019,BE342,gross value added,K-N,MIO_EUR,236.4,gva.xlsx
2020,BE342,gross value added,K-N,MIO_EUR,239.3,gva.xlsx
2021,BE342,gross value added,K-N,MIO_EUR,257.1,gva.xlsx
2019,BE343,gross value added,K-N,MIO_EUR,378.7,gva.xlsx
2020,BE343,gross value added,K-N,MIO_EUR,382.3,gva.xlsx
2021,BE343,gross value added,K-N,MIO_EUR,413.1,gva.xlsx
2019,BE344,gross value added,K-N,MIO_EUR,325.6,gva.xlsx
2020,BE344,gross value added,K-N,MIO_EUR,339.5,gva.xlsx
2021,BE344,gross value added,K-N,MIO_EUR,361.1,gva.xlsx
2019,BE345,gross value added,K-N,MIO_EUR,204.4,gva.xlsx
2020,BE345,gross value added,K-N,MIO_EUR,202.6,gva.xlsx
2021,BE345,gross value added,K-N,MIO_EUR,213.5,gva.xlsx
2019,BE351,gross value added,K-N,MIO_EUR,626.9,gva.xlsx
2020,BE351,gross value added,K-N,MIO_EUR,626.8,gva.xlsx
2021,BE351,gross value added,K-N,MIO_EUR,670.1,gva.xlsx
2019,BE352,gross value added,K-N,MIO_EUR,2302.1,gva.xlsx
2020,BE352,gross value added,K-N,MIO_EUR,2314.4,gva.xlsx
2021,BE352,gross value added,K-N,MIO_EUR,2466.6,gva.xlsx
2019,BE353,gross value added,K-N,MIO_EUR,332.8,gva.xlsx
2020,BE353,gross value added,K-N,MIO_EUR,328.6,gva.xlsx
2021,BE353,gross value added,K-N,MIO_EUR,350.4,gva.xlsx
2019,BG311,gross value added,K-N,MIO_EUR,94.56,gva.xlsx
2020,BG311,gross value added,K-N,MIO_EUR,87.11,gva.xlsx
2019,BG312,gross value added,K-N,MIO_EUR,117.37,gva.xlsx
2020,BG312,gross value added,K-N,MIO_EUR,107.5,gva.xlsx
2019,BG313,gross value added,K-N,MIO_EUR,142.66,gva.xlsx
2020,BG313,gross value added,K-N,MIO_EUR,143.9,gva.xlsx
2019,BG314,gross value added,K-N,MIO_EUR,226.6,gva.xlsx
2020,BG314,gross value added,K-N,MIO_EUR,206.7,gva.xlsx
2019,BG315,gross value added,K-N,MIO_EUR,116.87,gva.xlsx
2020,BG315,gross value added,K-N,MIO_EUR,116.2,gva.xlsx
2019,BG321,gross value added,K-N,MIO_EUR,232.44,gva.xlsx
2020,BG321,gross value added,K-N,MIO_EUR,231.28,gva.xlsx
2019,BG322,gross value added,K-N,MIO_EUR,108.12,gva.xlsx
2020,BG322,gross value added,K-N,MIO_EUR,105.44,gva.xlsx
2019,BG323,gross value added,K-N,MIO_EUR,215.5,gva.xlsx
2020,BG323,gross value added,K-N,MIO_EUR,203.09,gva.xlsx
2019,BG324,gross value added,K-N,MIO_EUR,88.02,gva.xlsx
2020,BG324,gross value added,K-N,MIO_EUR,86.86,gva.xlsx
2019,BG325,gross value added,K-N,MIO_EUR,76.75,gva.xlsx
2020,BG325,gross value added,K-N,MIO_EUR,75.03,gva.xlsx
2019,BG331,gross value added,K-N,MIO_EUR,757.27,gva.xlsx
2020,BG331,gross value added,K-N,MIO_EUR,746.33,gva.xlsx
2019,BG332,gross value added,K-N,MIO_EUR,152.5,gva.xlsx
2020,BG332,gross value added,K-N,MIO_EUR,145.65,gva.xlsx
2019,BG333,gross value added,K-N,MIO_EUR,150.38,gva.xlsx
2020,BG333,gross value added,K-N,MIO_EUR,153.39,gva.xlsx
2019,BG334,gross value added,K-N,MIO_EUR,91.03,gva.xlsx
2020,BG334,gross value added,K-N,MIO_EUR,87.65,gva.xlsx
2019,BG341,gross value added,K-N,MIO_EUR,516.01,gva.xlsx
2020,BG341,gross value added,K-N,MIO_EUR,487.28,gva.xlsx
2019,BG342,gross value added,K-N,MIO_EUR,142.08,gva.xlsx
2020,BG342,gross value added,K-N,MIO_EUR,149.84,gva.xlsx
2019,BG343,gross value added,K-N,MIO_EUR,111.18,gva.xlsx
2020,BG343,gross value added,K-N,MIO_EUR,123.42,gva.xlsx
2019,BG344,gross value added,K-N,MIO_EUR,297.5,gva.xlsx
2020,BG344,gross value added,K-N,MIO_EUR,321.11,gva.xlsx
2019,BG411,gross value added,K-N,MIO_EUR,6648.69,gva.xlsx
2020,BG411,gross value added,K-N,MIO_EUR,6580.91,gva.xlsx
2019,BG412,gross value added,K-N,MIO_EUR,220.73,gva.xlsx
2020,BG412,gross value added,K-N,MIO_EUR,202.42,gva.xlsx
2019,BG413,gross value added,K-N,MIO_EUR,253.86,gva.xlsx
2020,BG413,gross value added,K-N,MIO_EUR,266.04,gva.xlsx
2019,BG414,gross value added,K-N,MIO_EUR,123.85,gva.xlsx
2020,BG414,gross value added,K-N,MIO_EUR,118.64,gva.xlsx
2019,BG415,gross value added,K-N,MIO_EUR,117.41,gva.xlsx
2020,BG415,gross value added,K-N,MIO_EUR,108.66,gva.xlsx
2019,BG421,gross value added,K-N,MIO_EUR,732.32,gva.xlsx
2020,BG421,gross value added,K-N,MIO_EUR,720.64,gva.xlsx
2019,BG422,gross value added,K-N,MIO_EUR,183.89,gva.xlsx
2020,BG422,gross value added,K-N,MIO_EUR,178.07,gva.xlsx
2019,BG423,gross value added,K-N,MIO_EUR,186.68,gva.xlsx
2020,BG423,gross value added,K-N,MIO_EUR,183.09,gva.xlsx
2019,BG424,gross value added,K-N,MIO_EUR,98.68,gva.xlsx
2020,BG424,gross value added,K-N,MIO_EUR,94.62,gva.xlsx
2019,BG425,gross value added,K-N,MIO_EUR,120.95,gva.xlsx
2020,BG425,gross value added,K-N,MIO_EUR,113.82,gva.xlsx
2019,CY000,gross value added,K-N,MIO_EUR,5721.06,gva.xlsx
2020,CY000,gross value added,K-N,MIO_EUR,6143.18,gva.xlsx
2021,CY000,gross value added,K-N,MIO_EUR,6619.04,gva.xlsx
2019,CZ010,gross value added,K-N,MIO_EUR,18150.29,gva.xlsx
2020,CZ010,gross value added,K-N,MIO_EUR,17726.33,gva.xlsx
2021,CZ010,gross value added,K-N,MIO_EUR,19593.88,gva.xlsx
2019,CZ020,gross value added,K-N,MIO_EUR,3953.25,gva.xlsx
2020,CZ020,gross value added,K-N,MIO_EUR,3934.95,gva.xlsx
2021,CZ020,gross value added,K-N,MIO_EUR,4342.08,gva.xlsx
2019,CZ031,gross value added,K-N,MIO_EUR,1525.36,gva.xlsx
2020,CZ031,gross value added,K-N,MIO_EUR,1486.22,gva.xlsx
2021,CZ031,gross value added,K-N,MIO_EUR,1566.15,gva.xlsx
2019,CZ032,gross value added,K-N,MIO_EUR,1738.1,gva.xlsx
2020,CZ032,gross value added,K-N,MIO_EUR,1582.01,gva.xlsx
2021,CZ032,gross value added,K-N,MIO_EUR,1783.89,gva.xlsx
2019,CZ041,gross value added,K-N,MIO_EUR,636.66,gva.xlsx
2020,CZ041,gross value added,K-N,MIO_EUR,631.75,gva.xlsx
2021,CZ041,gross value added,K-N,MIO_EUR,639.08,gva.xlsx
2019,CZ042,gross value added,K-N,MIO_EUR,1649.28,gva.xlsx
2020,CZ042,gross value added,K-N,MIO_EUR,1647.21,gva.xlsx
2021,CZ042,gross value added,K-N,MIO_EUR,1735.76,gva.xlsx
2019,CZ051,gross value added,K-N,MIO_EUR,1073.39,gva.xlsx
2020,CZ051,gross value added,K-N,MIO_EUR,1029.94,gva.xlsx
2021,CZ051,gross value added,K-N,MIO_EUR,1061.97,gva.xlsx
2019,CZ052,gross value added,K-N,MIO_EUR,1309.47,gva.xlsx
2020,CZ052,gross value added,K-N,MIO_EUR,1325.42,gva.xlsx
2021,CZ052,gross value added,K-N,MIO_EUR,1461.58,gva.xlsx
2019,CZ053,gross value added,K-N,MIO_EUR,1231.28,gva.xlsx
2020,CZ053,gross value added,K-N,MIO_EUR,1236.33,gva.xlsx
2021,CZ053,gross value added,K-N,MIO_EUR,1351.05,gva.xlsx
2019,CZ063,gross value added,K-N,MIO_EUR,1180.21,gva.xlsx
2020,CZ063,gross value added,K-N,MIO_EUR,1200.15,gva.xlsx
2021,CZ063,gross value added,K-N,MIO_EUR,1306.67,gva.xlsx
2019,CZ064,gross value added,K-N,MIO_EUR,4093.22,gva.xlsx
2020,CZ064,gross value added,K-N,MIO_EUR,3972.03,gva.xlsx
2021,CZ064,gross value added,K-N,MIO_EUR,4412.32,gva.xlsx
2019,CZ071,gross value added,K-N,MIO_EUR,1414.37,gva.xlsx
2020,CZ071,gross value added,K-N,MIO_EUR,1405.63,gva.xlsx
2021,CZ071,gross value added,K-N,MIO_EUR,1580.23,gva.xlsx
2019,CZ072,gross value added,K-N,MIO_EUR,1383.99,gva.xlsx
2020,CZ072,gross value added,K-N,MIO_EUR,1330.64,gva.xlsx
2021,CZ072,gross value added,K-N,MIO_EUR,1455.19,gva.xlsx
2019,CZ080,gross value added,K-N,MIO_EUR,2642.93,gva.xlsx
2020,CZ080,gross value added,K-N,MIO_EUR,2572.25,gva.xlsx
2021,CZ080,gross value added,K-N,MIO_EUR,2808.66,gva.xlsx
2019,DE111,gross value added,K-N,MIO_EUR,16196.27,gva.xlsx
2020,DE111,gross value added,K-N,MIO_EUR,14312.03,gva.xlsx
2019,DE112,gross value added,K-N,MIO_EUR,3910.08,gva.xlsx
2020,DE112,gross value added,K-N,MIO_EUR,3808.15,gva.xlsx
2019,DE113,gross value added,K-N,MIO_EUR,5020.84,gva.xlsx
2020,DE113,gross value added,K-N,MIO_EUR,5085.79,gva.xlsx
2019,DE114,gross value added,K-N,MIO_EUR,1831.46,gva.xlsx
2020,DE114,gross value added,K-N,MIO_EUR,1800.15,gva.xlsx
2019,DE115,gross value added,K-N,MIO_EUR,4780.98,gva.xlsx
2020,DE115,gross value added,K-N,MIO_EUR,4801.22,gva.xlsx
2019,DE116,gross value added,K-N,MIO_EUR,3503.73,gva.xlsx
2020,DE116,gross value added,K-N,MIO_EUR,3408.46,gva.xlsx
2019,DE117,gross value added,K-N,MIO_EUR,1662.95,gva.xlsx
2020,DE117,gross value added,K-N,MIO_EUR,1574.43,gva.xlsx
2019,DE118,gross value added,K-N,MIO_EUR,3592.89,gva.xlsx
2020,DE118,gross value added,K-N,MIO_EUR,3723.97,gva.xlsx
2019,DE119,gross value added,K-N,MIO_EUR,774.56,gva.xlsx
2020,DE119,gross value added,K-N,MIO_EUR,775.71,gva.xlsx
2019,DE11A,gross value added,K-N,MIO_EUR,1881.07,gva.xlsx
2020,DE11A,gross value added,K-N,MIO_EUR,1896.1,gva.xlsx
2019,DE11B,gross value added,K-N,MIO_EUR,1042.73,gva.xlsx
2020,DE11B,gross value added,K-N,MIO_EUR,1009.71,gva.xlsx
2019,DE11C,gross value added,K-N,MIO_EUR,998.76,gva.xlsx
2020,DE11C,gross value added,K-N,MIO_EUR,980.73,gva.xlsx
2019,DE11D,gross value added,K-N,MIO_EUR,2465.64,gva.xlsx
2020,DE11D,gross value added,K-N,MIO_EUR,2464.45,gva.xlsx
2019,DE121,gross value added,K-N,MIO_EUR,696.35,gva.xlsx
2020,DE121,gross value added,K-N,MIO_EUR,730.43,gva.xlsx
2019,DE122,gross value added,K-N,MIO_EUR,5113.89,gva.xlsx
2020,DE122,gross value added,K-N,MIO_EUR,5080.2,gva.xlsx
2019,DE123,gross value added,K-N,MIO_EUR,4870.85,gva.xlsx
2020,DE123,gross value added,K-N,MIO_EUR,4904.27,gva.xlsx
2019,DE124,gross value added,K-N,MIO_EUR,1812.08,gva.xlsx
2020,DE124,gross value added,K-N,MIO_EUR,1793.54,gva.xlsx
2019,DE125,gross value added,K-N,MIO_EUR,2328.38,gva.xlsx
2020,DE125,gross value added,K-N,MIO_EUR,2386.41,gva.xlsx
2019,DE126,gross value added,K-N,MIO_EUR,5120.49,gva.xlsx
2020,DE126,gross value added,K-N,MIO_EUR,5180.2,gva.xlsx
2019,DE127,gross value added,K-N,MIO_EUR,956.4,gva.xlsx
2020,DE127,gross value added,K-N,MIO_EUR,897.38,gva.xlsx
2019,DE128,gross value added,K-N,MIO_EUR,4146.05,gva.xlsx
2020,DE128,gross value added,K-N,MIO_EUR,4095.49,gva.xlsx
2019,DE129,gross value added,K-N,MIO_EUR,1081.19,gva.xlsx
2020,DE129,gross value added,K-N,MIO_EUR,1069.45,gva.xlsx
2019,DE12A,gross value added,K-N,MIO_EUR,969.09,gva.xlsx
2020,DE12A,gross value added,K-N,MIO_EUR,958.22,gva.xlsx
2019,DE12B,gross value added,K-N,MIO_EUR,1358.37,gva.xlsx
2020,DE12B,gross value added,K-N,MIO_EUR,1337.89,gva.xlsx
2019,DE12C,gross value added,K-N,MIO_EUR,802.46,gva.xlsx
2020,DE12C,gross value added,K-N,MIO_EUR,818.2,gva.xlsx
2019,DE131,gross value added,K-N,MIO_EUR,2845.61,gva.xlsx
2020,DE131,gross value added,K-N,MIO_EUR,3092.89,gva.xlsx
2019,DE132,gross value added,K-N,MIO_EUR,1844.89,gva.xlsx
2020,DE132,gross value added,K-N,MIO_EUR,1912.65,gva.xlsx
2019,DE133,gross value added,K-N,MIO_EUR,1091.5,gva.xlsx
2020,DE133,gross value added,K-N,MIO_EUR,1090.27,gva.xlsx
2019,DE134,gross value added,K-N,MIO_EUR,3345.92,gva.xlsx
2020,DE134,gross value added,K-N,MIO_EUR,3358.83,gva.xlsx
2019,DE135,gross value added,K-N,MIO_EUR,941.63,gva.xlsx
2020,DE135,gross value added,K-N,MIO_EUR,935.23,gva.xlsx
2019,DE136,gross value added,K-N,MIO_EUR,1558.02,gva.xlsx
2020,DE136,gross value added,K-N,MIO_EUR,1556.9,gva.xlsx
2019,DE137,gross value added,K-N,MIO_EUR,1017.05,gva.xlsx
2020,DE137,gross value added,K-N,MIO_EUR,994.71,gva.xlsx
2019,DE138,gross value added,K-N,MIO_EUR,2113.63,gva.xlsx
2020,DE138,gross value added,K-N,MIO_EUR,2394.3,gva.xlsx
2019,DE139,gross value added,K-N,MIO_EUR,1649.35,gva.xlsx
2020,DE139,gross value added,K-N,MIO_EUR,1708.69,gva.xlsx
2019,DE13A,gross value added,K-N,MIO_EUR,1059.6,gva.xlsx
2020,DE13A,gross value added,K-N,MIO_EUR,1083.43,gva.xlsx
2019,DE141,gross value added,K-N,MIO_EUR,2556.26,gva.xlsx
2020,DE141,gross value added,K-N,MIO_EUR,2515.02,gva.xlsx
2019,DE142,gross value added,K-N,MIO_EUR,1651.35,gva.xlsx
2020,DE142,gross value added,K-N,MIO_EUR,1664.18,gva.xlsx
2019,DE143,gross value added,K-N,MIO_EUR,1244.38,gva.xlsx
2020,DE143,gross value added,K-N,MIO_EUR,1253.65,gva.xlsx
2019,DE144,gross value added,K-N,MIO_EUR,1893.97,gva.xlsx
2020,DE144,gross value added,K-N,MIO_EUR,1890.1,gva.xlsx
2019,DE145,gross value added,K-N,MIO_EUR,1193.62,gva.xlsx
2020,DE145,gross value added,K-N,MIO_EUR,1225.65,gva.xlsx
2019,DE146,gross value added,K-N,MIO_EUR,1971.61,gva.xlsx
2020,DE146,gross value added,K-N,MIO_EUR,1937.51,gva.xlsx
2019,DE147,gross value added,K-N,MIO_EUR,1683.05,gva.xlsx
2020,DE147,gross value added,K-N,MIO_EUR,1723.2,gva.xlsx
2019,DE148,gross value added,K-N,MIO_EUR,4185.64,gva.xlsx
2020,DE148,gross value added,K-N,MIO_EUR,4013.85,gva.xlsx
2019,DE149,gross value added,K-N,MIO_EUR,888.21,gva.xlsx
2020,DE149,gross value added,K-N,MIO_EUR,874.25,gva.xlsx
2019,DE211,gross value added,K-N,MIO_EUR,1785.96,gva.xlsx
2020,DE211,gross value added,K-N,MIO_EUR,1780.13,gva.xlsx
2019,DE212,gross value added,K-N,MIO_EUR,36074.37,gva.xlsx
2020,DE212,gross value added,K-N,MIO_EUR,36514.25,gva.xlsx
2019,DE213,gross value added,K-N,MIO_EUR,815.27,gva.xlsx
2020,DE213,gross value added,K-N,MIO_EUR,721.89,gva.xlsx
