year,geo,variable,sector,unit,value,namefile
2020,BE328,gross value added,C,MIO_EUR,1219.5,gva.xlsx
2021,BE328,gross value added,C,MIO_EUR,1379.1,gva.xlsx
2019,BE329,gross value added,C,MIO_EUR,58.8,gva.xlsx
2020,BE329,gross value added,C,MIO_EUR,79.6,gva.xlsx
2021,BE329,gross value added,C,MIO_EUR,89.9,gva.xlsx
2019,BE32A,gross value added,C,MIO_EUR,385,gva.xlsx
2020,BE32A,gross value added,C,MIO_EUR,388.6,gva.xlsx
2021,BE32A,gross value added,C,MIO_EUR,417.9,gva.xlsx
2019,BE32B,gross value added,C,MIO_EUR,1125.2,gva.xlsx
2020,BE32B,gross value added,C,MIO_EUR,981.3,gva.xlsx
2021,BE32B,gross value added,C,MIO_EUR,1157.5,gva.xlsx
2019,BE32C,gross value added,C,MIO_EUR,519,gva.xlsx
2020,BE32C,gross value added,C,MIO_EUR,592.7,gva.xlsx
2021,BE32C,gross value added,C,MIO_EUR,686.2,gva.xlsx
2019,BE32D,gross value added,C,MIO_EUR,98.8,gva.xlsx
2020,BE32D,gross value added,C,MIO_EUR,94.9,gva.xlsx
2021,BE32D,gross value added,C,MIO_EUR,105.2,gva.xlsx
2019,BE331,gross value added,C,MIO_EUR,436.7,gva.xlsx
2020,BE331,gross value added,C,MIO_EUR,455.3,gva.xlsx
2021,BE331,gross value added,C,MIO_EUR,513.6,gva.xlsx
2019,BE332,gross value added,C,MIO_EUR,2538.4,gva.xlsx
2020,BE332,gross value added,C,MIO_EUR,2002,gva.xlsx
2021,BE332,gross value added,C,MIO_EUR,2327.3,gva.xlsx
2019,BE334,gross value added,C,MIO_EUR,174.5,gva.xlsx
2020,BE334,gross value added,C,MIO_EUR,178.6,gva.xlsx
2021,BE334,gross value added,C,MIO_EUR,192.8,gva.xlsx
2019,BE335,gross value added,C,MIO_EUR,701.3,gva.xlsx
2020,BE335,gross value added,C,MIO_EUR,655.5,gva.xlsx
2021,BE335,gross value added,C,MIO_EUR,729.9,gva.xlsx
2019,BE336,gross value added,C,MIO_EUR,442.2,gva.xlsx
2020,BE336,gross value added,C,MIO_EUR,433.9,gva.xlsx
2021,BE336,gross value added,C,MIO_EUR,481.4,gva.xlsx
2019,BE341,gross value added,C,MIO_EUR,183.5,gva.xlsx
2020,BE341,gross value added,C,MIO_EUR,173.8,gva.xlsx
2021,BE341,gross value added,C,MIO_EUR,191.5,gva.xlsx
2019,BE342,gross value added,C,MIO_EUR,169.8,gva.xlsx
2020,BE342,gross value added,C,MIO_EUR,172,gva.xlsx
2021,BE342,gross value added,C,MIO_EUR,210.8,gva.xlsx
2019,BE343,gross value added,C,MIO_EUR,100.9,gva.xlsx
2020,BE343,gross value added,C,MIO_EUR,112.7,gva.xlsx
2021,BE343,gross value added,C,MIO_EUR,125.3,gva.xlsx
2019,BE344,gross value added,C,MIO_EUR,134.3,gva.xlsx
2020,BE344,gross value added,C,MIO_EUR,145.6,gva.xlsx
2021,BE344,gross value added,C,MIO_EUR,171.9,gva.xlsx
2019,BE345,gross value added,C,MIO_EUR,176.3,gva.xlsx
2020,BE345,gross value added,C,MIO_EUR,178.4,gva.xlsx
2021,BE345,gross value added,C,MIO_EUR,201.4,gva.xlsx
2019,BE351,gross value added,C,MIO_EUR,127.8,gva.xlsx
2020,BE351,gross value added,C,MIO_EUR,136.8,gva.xlsx
2021,BE351,gross value added,C,MIO_EUR,155.5,gva.xlsx
2019,BE352,gross value added,C,MIO_EUR,671.4,gva.xlsx
2020,BE352,gross value added,C,MIO_EUR,597.6,gva.xlsx
2021,BE352,gross value added,C,MIO_EUR,675.1,gva.xlsx
2019,BE353,gross value added,C,MIO_EUR,42.5,gva.xlsx
2020,BE353,gross value added,C,MIO_EUR,41.3,gva.xlsx
2021,BE353,gross value added,C,MIO_EUR,50.3,gva.xlsx
2019,BG311,gross value added,C,MIO_EUR,29.87,gva.xlsx
2020,BG311,gross value added,C,MIO_EUR,28.5,gva.xlsx
2019,BG312,gross value added,C,MIO_EUR,122.29,gva.xlsx
2020,BG312,gross value added,C,MIO_EUR,124.77,gva.xlsx
2019,BG313,gross value added,C,MIO_EUR,112.93,gva.xlsx
2020,BG313,gross value added,C,MIO_EUR,115.4,gva.xlsx
2019,BG314,gross value added,C,MIO_EUR,187.63,gva.xlsx
2020,BG314,gross value added,C,MIO_EUR,236.03,gva.xlsx
2019,BG315,gross value added,C,MIO_EUR,165.5,gva.xlsx
2020,BG315,gross value added,C,MIO_EUR,191.29,gva.xlsx
2019,BG321,gross value added,C,MIO_EUR,240.59,gva.xlsx
2020,BG321,gross value added,C,MIO_EUR,272.06,gva.xlsx
2019,BG322,gross value added,C,MIO_EUR,285.1,gva.xlsx
2020,BG322,gross value added,C,MIO_EUR,297.72,gva.xlsx
2019,BG323,gross value added,C,MIO_EUR,338.9,gva.xlsx
2020,BG323,gross value added,C,MIO_EUR,355.15,gva.xlsx
2019,BG324,gross value added,C,MIO_EUR,126.54,gva.xlsx
2020,BG324,gross value added,C,MIO_EUR,111.82,gva.xlsx
2019,BG325,gross value added,C,MIO_EUR,42.64,gva.xlsx
2020,BG325,gross value added,C,MIO_EUR,51.24,gva.xlsx
2019,BG331,gross value added,C,MIO_EUR,445.48,gva.xlsx
2020,BG331,gross value added,C,MIO_EUR,510.66,gva.xlsx
2019,BG332,gross value added,C,MIO_EUR,100.17,gva.xlsx
2020,BG332,gross value added,C,MIO_EUR,102.67,gva.xlsx
2019,BG333,gross value added,C,MIO_EUR,201.27,gva.xlsx
2020,BG333,gross value added,C,MIO_EUR,243.67,gva.xlsx
2019,BG334,gross value added,C,MIO_EUR,119.48,gva.xlsx
2020,BG334,gross value added,C,MIO_EUR,148.98,gva.xlsx
2019,BG341,gross value added,C,MIO_EUR,364.18,gva.xlsx
2020,BG341,gross value added,C,MIO_EUR,164.64,gva.xlsx
2019,BG342,gross value added,C,MIO_EUR,132.61,gva.xlsx
2020,BG342,gross value added,C,MIO_EUR,133.4,gva.xlsx
2019,BG343,gross value added,C,MIO_EUR,113.41,gva.xlsx
2020,BG343,gross value added,C,MIO_EUR,120.72,gva.xlsx
2019,BG344,gross value added,C,MIO_EUR,522.99,gva.xlsx
2020,BG344,gross value added,C,MIO_EUR,478.27,gva.xlsx
2019,BG411,gross value added,C,MIO_EUR,1485.2,gva.xlsx
2020,BG411,gross value added,C,MIO_EUR,1319.68,gva.xlsx
2019,BG412,gross value added,C,MIO_EUR,628.27,gva.xlsx
2020,BG412,gross value added,C,MIO_EUR,520.63,gva.xlsx
2019,BG413,gross value added,C,MIO_EUR,264.7,gva.xlsx
2020,BG413,gross value added,C,MIO_EUR,225.9,gva.xlsx
2019,BG414,gross value added,C,MIO_EUR,110.59,gva.xlsx
2020,BG414,gross value added,C,MIO_EUR,101.03,gva.xlsx
2019,BG415,gross value added,C,MIO_EUR,107.78,gva.xlsx
2020,BG415,gross value added,C,MIO_EUR,96.88,gva.xlsx
2019,BG421,gross value added,C,MIO_EUR,1164.17,gva.xlsx
2020,BG421,gross value added,C,MIO_EUR,1187.31,gva.xlsx
2019,BG422,gross value added,C,MIO_EUR,169.57,gva.xlsx
2020,BG422,gross value added,C,MIO_EUR,159.27,gva.xlsx
2019,BG423,gross value added,C,MIO_EUR,364.28,gva.xlsx
2020,BG423,gross value added,C,MIO_EUR,251.09,gva.xlsx
2019,BG424,gross value added,C,MIO_EUR,142.98,gva.xlsx
2020,BG424,gross value added,C,MIO_EUR,149.24,gva.xlsx
2019,BG425,gross value added,C,MIO_EUR,150.27,gva.xlsx
2020,BG425,gross value added,C,MIO_EUR,162.78,gva.xlsx
2019,CY000,gross value added,C,MIO_EUR,1264.11,gva.xlsx
2020,CY000,gross value added,C,MIO_EUR,1241.9,gva.xlsx
2021,CY000,gross value added,C,MIO_EUR,1368.57,gva.xlsx
2019,CZ010,gross value added,C,MIO_EUR,3695.6,gva.xlsx
2020,CZ010,gross value added,C,MIO_EUR,3726.25,gva.xlsx
2021,CZ010,gross value added,C,MIO_EUR,3718.64,gva.xlsx
2019,CZ020,gross value added,C,MIO_EUR,9585.51,gva.xlsx
2020,CZ020,gross value added,C,MIO_EUR,7831.26,gva.xlsx
2021,CZ020,gross value added,C,MIO_EUR,8120.32,gva.xlsx
2019,CZ031,gross value added,C,MIO_EUR,2704.64,gva.xlsx
2020,CZ031,gross value added,C,MIO_EUR,2454.89,gva.xlsx
2021,CZ031,gross value added,C,MIO_EUR,2713.18,gva.xlsx
2019,CZ032,gross value added,C,MIO_EUR,3124.46,gva.xlsx
2020,CZ032,gross value added,C,MIO_EUR,2885.88,gva.xlsx
2021,CZ032,gross value added,C,MIO_EUR,3202.81,gva.xlsx
2019,CZ041,gross value added,C,MIO_EUR,720.02,gva.xlsx
2020,CZ041,gross value added,C,MIO_EUR,661.84,gva.xlsx
2021,CZ041,gross value added,C,MIO_EUR,715.68,gva.xlsx
2019,CZ042,gross value added,C,MIO_EUR,3208.65,gva.xlsx
2020,CZ042,gross value added,C,MIO_EUR,2708.45,gva.xlsx
2021,CZ042,gross value added,C,MIO_EUR,3228.94,gva.xlsx
2019,CZ051,gross value added,C,MIO_EUR,2318.58,gva.xlsx
2020,CZ051,gross value added,C,MIO_EUR,2106.1,gva.xlsx
2021,CZ051,gross value added,C,MIO_EUR,2187.75,gva.xlsx
2019,CZ052,gross value added,C,MIO_EUR,3421.04,gva.xlsx
2020,CZ052,gross value added,C,MIO_EUR,3241.24,gva.xlsx
2021,CZ052,gross value added,C,MIO_EUR,3711.82,gva.xlsx
2019,CZ053,gross value added,C,MIO_EUR,2600.7,gva.xlsx
2020,CZ053,gross value added,C,MIO_EUR,2595.99,gva.xlsx
2021,CZ053,gross value added,C,MIO_EUR,2569.38,gva.xlsx
2019,CZ063,gross value added,C,MIO_EUR,2540.55,gva.xlsx
2020,CZ063,gross value added,C,MIO_EUR,2396.79,gva.xlsx
2021,CZ063,gross value added,C,MIO_EUR,2750.98,gva.xlsx
2019,CZ064,gross value added,C,MIO_EUR,4663.81,gva.xlsx
2020,CZ064,gross value added,C,MIO_EUR,4451.56,gva.xlsx
2021,CZ064,gross value added,C,MIO_EUR,4859.59,gva.xlsx
2019,CZ071,gross value added,C,MIO_EUR,2770.08,gva.xlsx
2020,CZ071,gross value added,C,MIO_EUR,2584.39,gva.xlsx
2021,CZ071,gross value added,C,MIO_EUR,2802.93,gva.xlsx
2019,CZ072,gross value added,C,MIO_EUR,3881.73,gva.xlsx
2020,CZ072,gross value added,C,MIO_EUR,3455.79,gva.xlsx
2021,CZ072,gross value added,C,MIO_EUR,3797.5,gva.xlsx
2019,CZ080,gross value added,C,MIO_EUR,5791.82,gva.xlsx
2020,CZ080,gross value added,C,MIO_EUR,4978.61,gva.xlsx
2021,CZ080,gross value added,C,MIO_EUR,5840.48,gva.xlsx
2019,DE111,gross value added,C,MIO_EUR,14336.86,gva.xlsx
2020,DE111,gross value added,C,MIO_EUR,13418.18,gva.xlsx
2019,DE112,gross value added,C,MIO_EUR,11324.12,gva.xlsx
2020,DE112,gross value added,C,MIO_EUR,11310.57,gva.xlsx
2019,DE113,gross value added,C,MIO_EUR,6322.78,gva.xlsx
2020,DE113,gross value added,C,MIO_EUR,5834.42,gva.xlsx
2019,DE114,gross value added,C,MIO_EUR,2333.67,gva.xlsx
2020,DE114,gross value added,C,MIO_EUR,2008.81,gva.xlsx
2019,DE115,gross value added,C,MIO_EUR,8687.64,gva.xlsx
2020,DE115,gross value added,C,MIO_EUR,7858.35,gva.xlsx
2019,DE116,gross value added,C,MIO_EUR,4246.25,gva.xlsx
2020,DE116,gross value added,C,MIO_EUR,4136.71,gva.xlsx
2019,DE117,gross value added,C,MIO_EUR,951.82,gva.xlsx
2020,DE117,gross value added,C,MIO_EUR,833.96,gva.xlsx
2019,DE118,gross value added,C,MIO_EUR,7834.32,gva.xlsx
2020,DE118,gross value added,C,MIO_EUR,6961.45,gva.xlsx
2019,DE119,gross value added,C,MIO_EUR,2173.41,gva.xlsx
2020,DE119,gross value added,C,MIO_EUR,2147.17,gva.xlsx
2019,DE11A,gross value added,C,MIO_EUR,2521.65,gva.xlsx
2020,DE11A,gross value added,C,MIO_EUR,2604.43,gva.xlsx
2019,DE11B,gross value added,C,MIO_EUR,1515.5,gva.xlsx
2020,DE11B,gross value added,C,MIO_EUR,1502.36,gva.xlsx
2019,DE11C,gross value added,C,MIO_EUR,1613.79,gva.xlsx
2020,DE11C,gross value added,C,MIO_EUR,1687.69,gva.xlsx
2019,DE11D,gross value added,C,MIO_EUR,5457.14,gva.xlsx
2020,DE11D,gross value added,C,MIO_EUR,5299.73,gva.xlsx
2019,DE121,gross value added,C,MIO_EUR,487.07,gva.xlsx
2020,DE121,gross value added,C,MIO_EUR,465.22,gva.xlsx
2019,DE122,gross value added,C,MIO_EUR,2741.54,gva.xlsx
2020,DE122,gross value added,C,MIO_EUR,2610.88,gva.xlsx
2019,DE123,gross value added,C,MIO_EUR,4043.4,gva.xlsx
2020,DE123,gross value added,C,MIO_EUR,3740.57,gva.xlsx
2019,DE124,gross value added,C,MIO_EUR,4164.1,gva.xlsx
2020,DE124,gross value added,C,MIO_EUR,3616.66,gva.xlsx
2019,DE125,gross value added,C,MIO_EUR,1054.17,gva.xlsx
2020,DE125,gross value added,C,MIO_EUR,1036.72,gva.xlsx
2019,DE126,gross value added,C,MIO_EUR,4907.91,gva.xlsx
2020,DE126,gross value added,C,MIO_EUR,4391.62,gva.xlsx
2019,DE127,gross value added,C,MIO_EUR,1172.13,gva.xlsx
2020,DE127,gross value added,C,MIO_EUR,1142.76,gva.xlsx
2019,DE128,gross value added,C,MIO_EUR,3499.56,gva.xlsx
2020,DE128,gross value added,C,MIO_EUR,3100.37,gva.xlsx
2019,DE129,gross value added,C,MIO_EUR,1222.67,gva.xlsx
2020,DE129,gross value added,C,MIO_EUR,1287.61,gva.xlsx
2019,DE12A,gross value added,C,MIO_EUR,1143.22,gva.xlsx
2020,DE12A,gross value added,C,MIO_EUR,1045.11,gva.xlsx
2019,DE12B,gross value added,C,MIO_EUR,2278.96,gva.xlsx
2020,DE12B,gross value added,C,MIO_EUR,2095.24,gva.xlsx
2019,DE12C,gross value added,C,MIO_EUR,1852.23,gva.xlsx
2020,DE12C,gross value added,C,MIO_EUR,1675.17,gva.xlsx
2019,DE131,gross value added,C,MIO_EUR,1468.43,gva.xlsx
2020,DE131,gross value added,C,MIO_EUR,1342.79,gva.xlsx
2019,DE132,gross value added,C,MIO_EUR,1839.85,gva.xlsx
2020,DE132,gross value added,C,MIO_EUR,1775.87,gva.xlsx
2019,DE133,gross value added,C,MIO_EUR,1733.5,gva.xlsx
2020,DE133,gross value added,C,MIO_EUR,1756.47,gva.xlsx
2019,DE134,gross value added,C,MIO_EUR,4988.96,gva.xlsx
2020,DE134,gross value added,C,MIO_EUR,4341.32,gva.xlsx
2019,DE135,gross value added,C,MIO_EUR,2560.79,gva.xlsx
2020,DE135,gross value added,C,MIO_EUR,2210.57,gva.xlsx
2019,DE136,gross value added,C,MIO_EUR,2685.66,gva.xlsx
2020,DE136,gross value added,C,MIO_EUR,2451.66,gva.xlsx
2019,DE137,gross value added,C,MIO_EUR,3531.92,gva.xlsx
2020,DE137,gross value added,C,MIO_EUR,2988.08,gva.xlsx
2019,DE138,gross value added,C,MIO_EUR,2418.71,gva.xlsx
2020,DE138,gross value added,C,MIO_EUR,2458.55,gva.xlsx
2019,DE139,gross value added,C,MIO_EUR,2074.11,gva.xlsx
2020,DE139,gross value added,C,MIO_EUR,1888.01,gva.xlsx
2019,DE13A,gross value added,C,MIO_EUR,1335.68,gva.xlsx
2020,DE13A,gross value added,C,MIO_EUR,1248.76,gva.xlsx
2019,DE141,gross value added,C,MIO_EUR,3738.83,gva.xlsx
2020,DE141,gross value added,C,MIO_EUR,3399.18,gva.xlsx
2019,DE142,gross value added,C,MIO_EUR,1452.34,gva.xlsx
2020,DE142,gross value added,C,MIO_EUR,1331.09,gva.xlsx
2019,DE143,gross value added,C,MIO_EUR,2334.46,gva.xlsx
2020,DE143,gross value added,C,MIO_EUR,2253.85,gva.xlsx
2019,DE144,gross value added,C,MIO_EUR,2095.15,gva.xlsx
2020,DE144,gross value added,C,MIO_EUR,2064.41,gva.xlsx
2019,DE145,gross value added,C,MIO_EUR,2432.94,gva.xlsx
2020,DE145,gross value added,C,MIO_EUR,2284.04,gva.xlsx
2019,DE146,gross value added,C,MIO_EUR,4793.08,gva.xlsx
2020,DE146,gross value added,C,MIO_EUR,4588.31,gva.xlsx
2019,DE147,gross value added,C,MIO_EUR,4593.42,gva.xlsx
2020,DE147,gross value added,C,MIO_EUR,4603.33,gva.xlsx
2019,DE148,gross value added,C,MIO_EUR,3208.32,gva.xlsx
2020,DE148,gross value added,C,MIO_EUR,3266.97,gva.xlsx
2019,DE149,gross value added,C,MIO_EUR,1414.97,gva.xlsx
2020,DE149,gross value added,C,MIO_EUR,1325.47,gva.xlsx
2019,DE211,gross value added,C,MIO_EUR,12368.43,gva.xlsx
2020,DE211,gross value added,C,MIO_EUR,10984.16,gva.xlsx
2019,DE212,gross value added,C,MIO_EUR,21718.73,gva.xlsx
2020,DE212,gross value added,C,MIO_EUR,19954.86,gva.xlsx
2019,DE213,gross value added,C,MIO_EUR,329.02,gva.xlsx
2020,DE213,gross value added,C,MIO_EUR,244.89,gva.xlsx
2019,DE214,gross value added,C,MIO_EUR,1996.22,gva.xlsx
2020,DE214,gross value added,C,MIO_EUR,1984.31,gva.xlsx
2019,DE215,gross value added,C,MIO_EUR,496.28,gva.xlsx
2020,DE215,gross value added,C,MIO_EUR,483.27,gva.xlsx
2019,DE216,gross value added,C,MIO_EUR,741.6,gva.xlsx
2020,DE216,gross value added,C,MIO_EUR,769.19,gva.xlsx
2019,DE217,gross value added,C,MIO_EUR,607.35,gva.xlsx
2020,DE217,gross value added,C,MIO_EUR,491.4,gva.xlsx
2019,DE218,gross value added,C,MIO_EUR,588.96,gva.xlsx
2020,DE218,gross value added,C,MIO_EUR,562.44,gva.xlsx
2019,DE219,gross value added,C,MIO_EUR,910.66,gva.xlsx
2020,DE219,gross value added,C,MIO_EUR,851.21,gva.xlsx
2019,DE21A,gross value added,C,MIO_EUR,346.85,gva.xlsx
2020,DE21A,gross value added,C,MIO_EUR,340.96,gva.xlsx
2019,DE21B,gross value added,C,MIO_EUR,997.62,gva.xlsx
2020,DE21B,gross value added,C,MIO_EUR,942.8,gva.xlsx
2019,DE21C,gross value added,C,MIO_EUR,680.07,gva.xlsx
2020,DE21C,gross value added,C,MIO_EUR,700.82,gva.xlsx
2019,DE21D,gross value added,C,MIO_EUR,180.14,gva.xlsx
2020,DE21D,gross value added,C,MIO_EUR,200.22,gva.xlsx
2019,DE21E,gross value added,C,MIO_EUR,1081.27,gva.xlsx
2020,DE21E,gross value added,C,MIO_EUR,1060.88,gva.xlsx
2019,DE21F,gross value added,C,MIO_EUR,726.77,gva.xlsx
2020,DE21F,gross value added,C,MIO_EUR,639.75,gva.xlsx
2019,DE21G,gross value added,C,MIO_EUR,1186.33,gva.xlsx
2020,DE21G,gross value added,C,MIO_EUR,1146.01,gva.xlsx
2019,DE21H,gross value added,C,MIO_EUR,4900.22,gva.xlsx
2020,DE21H,gross value added,C,MIO_EUR,5363.96,gva.xlsx
2019,DE21I,gross value added,C,MIO_EUR,835.72,gva.xlsx
2020,DE21I,gross value added,C,MIO_EUR,871.3,gva.xlsx
2019,DE21J,gross value added,C,MIO_EUR,1141.54,gva.xlsx
2020,DE21J,gross value added,C,MIO_EUR,1534.79,gva.xlsx
2019,DE21K,gross value added,C,MIO_EUR,1810.55,gva.xlsx
2020,DE21K,gross value added,C,MIO_EUR,1885.3,gva.xlsx
2019,DE21L,gross value added,C,MIO_EUR,1283.2,gva.xlsx
2020,DE21L,gross value added,C,MIO_EUR,1139.86,gva.xlsx
2019,DE21M,gross value added,C,MIO_EUR,2472.16,gva.xlsx
2020,DE21M,gross value added,C,MIO_EUR,2620.49,gva.xlsx
2019,DE21N,gross value added,C,MIO_EUR,2138.63,gva.xlsx
2020,DE21N,gross value added,C,MIO_EUR,2228.14,gva.xlsx
2019,DE221,gross value added,C,MIO_EUR,993.47,gva.xlsx
2020,DE221,gross value added,C,MIO_EUR,786.69,gva.xlsx
2019,DE222,gross value added,C,MIO_EUR,527,gva.xlsx
2020,DE222,gross value added,C,MIO_EUR,471.33,gva.xlsx
2019,DE223,gross value added,C,MIO_EUR,507.78,gva.xlsx
2020,DE223,gross value added,C,MIO_EUR,488.59,gva.xlsx
2019,DE224,gross value added,C,MIO_EUR,911.43,gva.xlsx
2020,DE224,gross value added,C,MIO_EUR,926.35,gva.xlsx
2019,DE225,gross value added,C,MIO_EUR,548.57,gva.xlsx
2020,DE225,gross value added,C,MIO_EUR,581.64,gva.xlsx
2019,DE226,gross value added,C,MIO_EUR,1043.09,gva.xlsx
2020,DE226,gross value added,C,MIO_EUR,1051.8,gva.xlsx
2019,DE227,gross value added,C,MIO_EUR,1492.99,gva.xlsx
2020,DE227,gross value added,C,MIO_EUR,1788.38,gva.xlsx
2019,DE228,gross value added,C,MIO_EUR,1446.63,gva.xlsx
2020,DE228,gross value added,C,MIO_EUR,1349.04,gva.xlsx
2019,DE229,gross value added,C,MIO_EUR,690.43,gva.xlsx
2020,DE229,gross value added,C,MIO_EUR,665.42,gva.xlsx
2019,DE22A,gross value added,C,MIO_EUR,697.67,gva.xlsx
2020,DE22A,gross value added,C,MIO_EUR,725.95,gva.xlsx
2019,DE22B,gross value added,C,MIO_EUR,712.46,gva.xlsx
2020,DE22B,gross value added,C,MIO_EUR,691.87,gva.xlsx
2019,DE22C,gross value added,C,MIO_EUR,3525.46,gva.xlsx
2020,DE22C,gross value added,C,MIO_EUR,3248.97,gva.xlsx
2019,DE231,gross value added,C,MIO_EUR,905.81,gva.xlsx
2020,DE231,gross value added,C,MIO_EUR,983.58,gva.xlsx
2019,DE232,gross value added,C,MIO_EUR,3959.14,gva.xlsx
2020,DE232,gross value added,C,MIO_EUR,3725.88,gva.xlsx
2019,DE233,gross value added,C,MIO_EUR,256.63,gva.xlsx
2020,DE233,gross value added,C,MIO_EUR,248.76,gva.xlsx
2019,DE234,gross value added,C,MIO_EUR,652.7,gva.xlsx
2020,DE234,gross value added,C,MIO_EUR,629.79,gva.xlsx
2019,DE235,gross value added,C,MIO_EUR,1425.15,gva.xlsx
2020,DE235,gross value added,C,MIO_EUR,1442.99,gva.xlsx
2019,DE236,gross value added,C,MIO_EUR,1216.51,gva.xlsx
2020,DE236,gross value added,C,MIO_EUR,1185.97,gva.xlsx
2019,DE237,gross value added,C,MIO_EUR,1111.35,gva.xlsx
2020,DE237,gross value added,C,MIO_EUR,1035.3,gva.xlsx
2019,DE238,gross value added,C,MIO_EUR,1086.95,gva.xlsx
2020,DE238,gross value added,C,MIO_EUR,1041.48,gva.xlsx
2019,DE239,gross value added,C,MIO_EUR,1578.29,gva.xlsx
2020,DE239,gross value added,C,MIO_EUR,1515.09,gva.xlsx
2019,DE23A,gross value added,C,MIO_EUR,1132.66,gva.xlsx
2020,DE23A,gross value added,C,MIO_EUR,1126.73,gva.xlsx
2019,DE241,gross value added,C,MIO_EUR,969.59,gva.xlsx
2020,DE241,gross value added,C,MIO_EUR,951.04,gva.xlsx
2019,DE242,gross value added,C,MIO_EUR,673.29,gva.xlsx
2020,DE242,gross value added,C,MIO_EUR,627.39,gva.xlsx
2019,DE243,gross value added,C,MIO_EUR,763.9,gva.xlsx
2020,DE243,gross value added,C,MIO_EUR,645.66,gva.xlsx
2019,DE244,gross value added,C,MIO_EUR,210.71,gva.xlsx
2020,DE244,gross value added,C,MIO_EUR,201.67,gva.xlsx
2019,DE245,gross value added,C,MIO_EUR,1015.54,gva.xlsx
2020,DE245,gross value added,C,MIO_EUR,1001.55,gva.xlsx
2019,DE246,gross value added,C,MIO_EUR,470.48,gva.xlsx
2020,DE246,gross value added,C,MIO_EUR,474.76,gva.xlsx
2019,DE247,gross value added,C,MIO_EUR,794.62,gva.xlsx
2020,DE247,gross value added,C,MIO_EUR,710.41,gva.xlsx
2019,DE248,gross value added,C,MIO_EUR,1526.2,gva.xlsx
2020,DE248,gross value added,C,MIO_EUR,1503.98,gva.xlsx
2019,DE249,gross value added,C,MIO_EUR,1029.85,gva.xlsx
2020,DE249,gross value added,C,MIO_EUR,970.28,gva.xlsx
2019,DE24A,gross value added,C,MIO_EUR,718.96,gva.xlsx
2020,DE24A,gross value added,C,MIO_EUR,619,gva.xlsx
2019,DE24B,gross value added,C,MIO_EUR,671.88,gva.xlsx
2020,DE24B,gross value added,C,MIO_EUR,630.1,gva.xlsx
2019,DE24C,gross value added,C,MIO_EUR,466.59,gva.xlsx
2020,DE24C,gross value added,C,MIO_EUR,455.11,gva.xlsx
2019,DE24D,gross value added,C,MIO_EUR,752.89,gva.xlsx
2020,DE24D,gross value added,C,MIO_EUR,678.15,gva.xlsx
2019,DE251,gross value added,C,MIO_EUR,524.24,gva.xlsx
2020,DE251,gross value added,C,MIO_EUR,511.83,gva.xlsx
2019,DE252,gross value added,C,MIO_EUR,5010.2,gva.xlsx
2020,DE252,gross value added,C,MIO_EUR,5490.54,gva.xlsx
2019,DE253,gross value added,C,MIO_EUR,974.36,gva.xlsx
2020,DE253,gross value added,C,MIO_EUR,1008.23,gva.xlsx
2019,DE254,gross value added,C,MIO_EUR,5166.45,gva.xlsx
2020,DE254,gross value added,C,MIO_EUR,4399.4,gva.xlsx
2019,DE255,gross value added,C,MIO_EUR,320.88,gva.xlsx
2020,DE255,gross value added,C,MIO_EUR,323.34,gva.xlsx
2019,DE256,gross value added,C,MIO_EUR,1662.02,gva.xlsx
2020,DE256,gross value added,C,MIO_EUR,1649,gva.xlsx
2019,DE257,gross value added,C,MIO_EUR,1424.59,gva.xlsx
2020,DE257,gross value added,C,MIO_EUR,1090.83,gva.xlsx
2019,DE258,gross value added,C,MIO_EUR,517.76,gva.xlsx
2020,DE258,gross value added,C,MIO_EUR,467.88,gva.xlsx
2019,DE259,gross value added,C,MIO_EUR,1504.83,gva.xlsx
2020,DE259,gross value added,C,MIO_EUR,1347.82,gva.xlsx
2019,DE25A,gross value added,C,MIO_EUR,635.22,gva.xlsx
2020,DE25A,gross value added,C,MIO_EUR,617.65,gva.xlsx
2019,DE25B,gross value added,C,MIO_EUR,825.99,gva.xlsx
2020,DE25B,gross value added,C,MIO_EUR,813.72,gva.xlsx
2019,DE25C,gross value added,C,MIO_EUR,728.12,gva.xlsx
2020,DE25C,gross value added,C,MIO_EUR,686.61,gva.xlsx
2019,DE261,gross value added,C,MIO_EUR,1284.79,gva.xlsx
2020,DE261,gross value added,C,MIO_EUR,821.16,gva.xlsx
2019,DE262,gross value added,C,MIO_EUR,2651.06,gva.xlsx
2020,DE262,gross value added,C,MIO_EUR,2416.11,gva.xlsx
2019,DE263,gross value added,C,MIO_EUR,664.24,gva.xlsx
2020,DE263,gross value added,C,MIO_EUR,503.72,gva.xlsx
2019,DE264,gross value added,C,MIO_EUR,1412.89,gva.xlsx
2020,DE264,gross value added,C,MIO_EUR,1366.43,gva.xlsx
2019,DE265,gross value added,C,MIO_EUR,399.04,gva.xlsx
2020,DE265,gross value added,C,MIO_EUR,400.6,gva.xlsx
2019,DE266,gross value added,C,MIO_EUR,886.13,gva.xlsx
2020,DE266,gross value added,C,MIO_EUR,960.52,gva.xlsx
2019,DE267,gross value added,C,MIO_EUR,943.6,gva.xlsx
2020,DE267,gross value added,C,MIO_EUR,919.75,gva.xlsx
2019,DE268,gross value added,C,MIO_EUR,871.63,gva.xlsx
2020,DE268,gross value added,C,MIO_EUR,809.4,gva.xlsx
2019,DE269,gross value added,C,MIO_EUR,1327.22,gva.xlsx
